system   D            wsystem.c:583  maybe_parent_dir                 [   0.00080] Also searching C:\Users\Aleksandra\Desktop\OLKA\snake-gra\Project3\
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.91136] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.91579] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.91589] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.91840] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.91847] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.91852] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.91855] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.91859] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.91863] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.91867] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.91870] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.91874] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   1.91878] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   1.91882] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   1.91886] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   1.91889] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   1.91943] added dtor for object 0863BF40, func 01962590
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.92090] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.92096] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.92483] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.92492] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.92679] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.92686] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.92690] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.92694] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.92698] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.92702] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.92705] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.92709] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.92713] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   1.92717] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   1.92720] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   1.92725] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   1.92728] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   1.92785] added dtor for object 0863C140, func 01962590
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.92961] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.92970] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.93372] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.93382] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.93694] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.93702] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.93706] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.93710] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.93714] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.93718] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.93721] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.93725] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.93729] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   1.93732] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   1.93736] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   1.93740] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   1.93744] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   1.93802] added dtor for object 0863C340, func 01962590
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.93946] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.93953] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.94393] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.94403] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.94646] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.94654] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.94660] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.94665] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.94669] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.94673] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.94677] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.94680] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.94684] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   1.94687] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   1.94691] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   1.94696] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   1.94699] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   1.94749] added dtor for object 0863C240, func 01962590
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.94891] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.94897] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.95322] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.95332] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.95526] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.95533] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.95538] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.95542] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.95545] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.95549] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.95553] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.95557] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.95560] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   1.95564] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   1.95568] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   1.95572] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   1.95576] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   1.95626] added dtor for object 0863C540, func 01962590
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.95768] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.95774] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.96217] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.96227] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.96423] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.96431] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.96435] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.96439] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.96443] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.96447] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.96450] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.96454] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.96458] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   1.96461] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   1.96465] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   1.96470] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   1.96475] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   1.96528] added dtor for object 0863B240, func 01962590
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.96694] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.96705] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.97128] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.97140] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.97414] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.97425] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.97432] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.97436] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.97439] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.97443] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.97447] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.97451] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.97454] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   1.97458] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   1.97462] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   1.97466] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   1.97470] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   1.97527] added dtor for object 0863C940, func 01962590
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.97702] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.97712] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.98228] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.98251] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.98547] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.98557] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.98563] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.98568] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.98573] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.98578] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.98583] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.98588] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.98593] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   1.98598] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   1.98603] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   1.98608] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   1.98614] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   1.98694] added dtor for object 0863B340, func 01962590
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.98877] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.98888] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.99370] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.99381] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.99630] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.99640] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.99646] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.99670] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.99678] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.99684] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.99688] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.99691] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.99696] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   1.99701] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   1.99705] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   1.99709] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   1.99713] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   1.99769] added dtor for object 0863DA40, func 01962590
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.99958] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.99971] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.00561] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.00571] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.00790] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.00796] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.00801] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.00804] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.00807] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.00809] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.00812] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.00814] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.00817] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   2.00819] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   2.00822] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   2.00825] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   2.00827] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   2.00870] added dtor for object 0863E740, func 01962590
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.00992] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.00998] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.01346] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.01355] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.01534] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.01541] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.01545] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.01553] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.01557] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.01567] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.01572] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.01575] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.01579] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   2.01582] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   2.01613] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   2.01617] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   2.01621] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   2.01669] added dtor for object 0863EB40, func 01962590
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.01858] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.01867] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.02179] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.02228] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.02429] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.02434] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.02437] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.02440] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.02443] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.02445] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.02448] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.02450] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.02452] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   2.02455] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   2.02458] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   2.02460] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   2.02463] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   2.02506] added dtor for object 0863E940, func 01962590
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.02616] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.02621] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.02947] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.02956] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.03139] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.03144] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.03147] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.03150] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.03152] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.03155] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.03157] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.03160] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.03163] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   2.03166] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   2.03169] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   2.03172] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   2.03174] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   2.03217] added dtor for object 0863EC40, func 01962590
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.03325] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.03331] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.03670] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.03677] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.03831] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.03835] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.03838] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.03840] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.03843] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.03845] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.03847] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.03850] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.03852] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   2.03854] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   2.03857] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   2.03859] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   2.03862] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   2.03898] added dtor for object 0863D540, func 01962590
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.03987] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.03991] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.04240] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.04245] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.04370] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.04374] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.04376] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.04377] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.04379] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.04380] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.04382] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.04384] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.04385] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   2.04387] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   2.04388] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   2.04391] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   2.04393] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   2.04426] added dtor for object 0863D640, func 01962590
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.04500] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.04504] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.04738] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.04743] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.04888] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.04892] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.04894] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.04896] Fake format
